timestamp,Addr 0,Addr 1,Addr 2,Addr 3,Addr 4,Addr 5,Addr 6,Addr 7
2026-08-23T22:56:44.774Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:44.881Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:44.977Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:45.072Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:45.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:45.275Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:45.369Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:45.478Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:45.572Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:45.678Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:45.788Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:45.869Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:45.977Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:46.071Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:46.166Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:46.273Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:46.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:46.477Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:46.582Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:46.666Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:46.773Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:46.867Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:46.989Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:47.071Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:47.165Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:47.275Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:47.366Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:47.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:47.677Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:47.677Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:47.774Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:47.868Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:47.988Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:48.082Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:48.165Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:48.274Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:48.380Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:48.477Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:48.570Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:48.664Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:48.772Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:48.867Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:48.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:49.071Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:49.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:49.273Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:49.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:49.489Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:49.569Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:49.676Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:49.772Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:49.868Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:49.975Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:50.069Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:50.176Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:50.273Z,0,0,1,1,1,1,0,0
2026-08-23T22:56:50.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:50.490Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:50.571Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:50.773Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:50.773Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:50.866Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:50.976Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:51.071Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:51.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:51.286Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:51.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:51.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:51.572Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:51.665Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:51.787Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:51.881Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:51.977Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:52.071Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:52.177Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:52.287Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:52.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:52.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:52.584Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:52.678Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:52.774Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:52.868Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:52.976Z,0,0,1,1,1,1,0,0
2026-08-23T22:56:53.070Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:53.165Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:53.276Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:53.381Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:53.491Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:53.572Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:53.787Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:53.788Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:53.868Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:53.977Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:54.070Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:54.188Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:54.268Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:54.365Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:54.471Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:54.577Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:54.664Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:54.770Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:54.880Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:54.977Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:55.069Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:55.165Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:55.286Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:55.381Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:55.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:55.571Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:55.664Z,0,0,1,1,1,1,0,0
2026-08-23T22:56:55.773Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:55.880Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:55.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:56.071Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:56.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:56.286Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:56.380Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:56.478Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:56.569Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:56.676Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:56.866Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:56.866Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:56.988Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:57.071Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:57.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:57.274Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:57.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:57.476Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:57.571Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:57.664Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:57.774Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:57.882Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:57.976Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:58.072Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:58.177Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:58.286Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:58.369Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:58.477Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:58.570Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:58.664Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:58.775Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:58.869Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:58.988Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:59.084Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:59.182Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:59.277Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:59.369Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:59.489Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:59.571Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:59.664Z,1,0,1,1,1,1,0,0
2026-08-23T22:56:59.867Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:59.867Z,1,1,1,1,1,1,0,0
2026-08-23T22:56:59.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:00.070Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:00.192Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:00.273Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:00.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:00.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:00.569Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:00.664Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:00.773Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:00.867Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:00.976Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:01.072Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:01.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:01.274Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:01.368Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:01.488Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:01.582Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:01.664Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:01.787Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:01.867Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:01.976Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:02.070Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:02.166Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:02.273Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:02.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:02.475Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:02.571Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:02.664Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:02.772Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:02.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:02.977Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:03.083Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:03.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:03.273Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:03.380Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:03.490Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:03.571Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:03.664Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:03.774Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:03.868Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:03.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:04.070Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:04.177Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:04.273Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:04.368Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:04.476Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:04.571Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:04.677Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:04.774Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:04.869Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:04.976Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:05.083Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:05.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:05.274Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:05.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:05.488Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:05.570Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:05.664Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:05.774Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:05.992Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:05.993Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:06.070Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:06.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:06.274Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:06.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:06.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:06.571Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:06.664Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:06.773Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:06.868Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:06.988Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:07.071Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:07.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:07.287Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:07.381Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:07.478Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:07.570Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:07.676Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:07.787Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:07.867Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:07.977Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:08.082Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:08.176Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:08.273Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:08.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:08.488Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:08.582Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:08.676Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:08.772Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:09.070Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:09.070Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:09.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:09.275Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:09.368Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:09.476Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:09.571Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:09.665Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:09.774Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:09.867Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:09.976Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:10.071Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:10.177Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:10.274Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:10.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:10.490Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:10.571Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:10.666Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:10.774Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:10.881Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:10.971Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:11.070Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:11.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:11.285Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:11.379Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:11.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:11.571Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:11.677Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:11.774Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:11.868Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:12.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:12.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:12.273Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:12.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:12.476Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:12.570Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:12.677Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:12.787Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:12.881Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:12.972Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:13.077Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:13.177Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:13.274Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:13.368Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:13.488Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:13.570Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:13.665Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:13.774Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:13.868Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:13.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:14.070Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:14.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:14.285Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:14.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:14.476Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:14.571Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:14.681Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:14.773Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:14.879Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:14.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:15.178Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.178Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.284Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.368Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.583Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.680Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.775Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.869Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:15.989Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:16.084Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:16.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:16.274Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:16.380Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:16.477Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:16.571Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:16.665Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:16.788Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:16.882Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:16.977Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.070Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.176Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.274Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.570Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.676Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.773Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.868Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:17.989Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.070Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.273Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.273Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.379Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.570Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.664Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.787Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.869Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:18.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:19.071Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:19.164Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:19.273Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:19.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:19.476Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:19.570Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:19.664Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:19.774Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:19.976Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.083Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.164Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.273Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.476Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.583Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.663Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.773Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.867Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:20.976Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:21.070Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:21.163Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:21.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:21.367Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:21.475Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:21.570Z,1,1,1,1,1,1,0,0
2026-08-23T22:57:21.664Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:21.774Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:21.868Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:21.989Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:22.071Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:22.165Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:22.274Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:22.367Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:22.489Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:22.570Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:22.665Z,1,0,1,1,1,1,0,0
2026-08-23T22:57:22.773Z,1,0,1,1,1,1,0,0
